SPX Index;;;S5SFTW Index;;;S5PHRM Index;;;S5CPGS Index;;;S5ENRSX Index;;;S5FDBT Index;;;S5TECH Index;;;S5RETL Index;;;S5BANKX Index;;;S5HCES Index;;;S5DIVF Index;;;S5UTILX Index;;;S5MEDA Index;;;S5REAL Index;;;S5TELSX Index;;;S5MATRX Index;;;S5INSU Index;;;S5FDSR Index;;;S5HOUS Index;;;S5SSEQX Index;;;S5TRAN Index;;;S5HOTR Index;;;S5CODU Index;;;S5AUCO Index;;;S5COMS Index;
Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST
9/5/2002;879.15;;9/5/2002;304.9;;9/5/2002;326.17;;9/5/2002;222.2;;9/5/2002;180.63;;9/5/2002;208.04;;9/5/2002;176.43;;9/5/2002;284.31;;9/5/2002;295.47;;9/5/2002;228.4;;9/5/2002;401.11;;9/5/2002;104.46;;9/5/2002;160.42;;9/5/2002;89.37;;9/5/2002;87.33;;9/5/2002;119.16;;9/5/2002;255.67;;9/5/2002;207.64;;9/5/2002;254.19;;9/5/2002;236.35;;9/5/2002;168.25;;9/5/2002;175.16;;9/5/2002;125.28;;9/5/2002;125.58;;9/5/2002;135.34
9/6/2002;893.92;;9/6/2002;317.77;;9/6/2002;324.8;;9/6/2002;225.12;;9/6/2002;183.63;;9/6/2002;207.12;;9/6/2002;182.74;;9/6/2002;294.66;;9/6/2002;299.94;;9/6/2002;229.39;;9/6/2002;407.5;;9/6/2002;104.24;;9/6/2002;169.89;;9/6/2002;89.47;;9/6/2002;89.45;;9/6/2002;122.03;;9/6/2002;258.54;;9/6/2002;212.63;;9/6/2002;253.14;;9/6/2002;251.04;;9/6/2002;171.06;;9/6/2002;176.73;;9/6/2002;126.5;;9/6/2002;126.27;;9/6/2002;138.69
9/9/2002;902.96;;9/9/2002;323.57;;9/9/2002;327.82;;9/9/2002;228.15;;9/9/2002;182.73;;9/9/2002;210.52;;9/9/2002;183.33;;9/9/2002;297.7;;9/9/2002;302.3;;9/9/2002;233.17;;9/9/2002;416.84;;9/9/2002;103.91;;9/9/2002;170.19;;9/9/2002;89.47;;9/9/2002;90.41;;9/9/2002;123.11;;9/9/2002;263.53;;9/9/2002;215.03;;9/9/2002;256.49;;9/9/2002;249.27;;9/9/2002;170.4;;9/9/2002;177.27;;9/9/2002;127.31;;9/9/2002;128.57;;9/9/2002;139.6
9/10/2002;909.58;;9/10/2002;329.38;;9/10/2002;330.62;;9/10/2002;230.03;;9/10/2002;186.6;;9/10/2002;210.97;;9/10/2002;187.68;;9/10/2002;302.18;;9/10/2002;298.6;;9/10/2002;233.64;;9/10/2002;413.19;;9/10/2002;101.5;;9/10/2002;174.41;;9/10/2002;89.35;;9/10/2002;92.06;;9/10/2002;124.42;;9/10/2002;263.52;;9/10/2002;217.62;;9/10/2002;257.71;;9/10/2002;257.85;;9/10/2002;170.67;;9/10/2002;178.02;;9/10/2002;127.99;;9/10/2002;129.9;;9/10/2002;141.14
9/11/2002;909.45;;9/11/2002;323.78;;9/11/2002;330.48;;9/11/2002;230.61;;9/11/2002;185.77;;9/11/2002;210.89;;9/11/2002;188.12;;9/11/2002;301.69;;9/11/2002;296.88;;9/11/2002;234.43;;9/11/2002;411.25;;9/11/2002;101.9;;9/11/2002;174.91;;9/11/2002;89.13;;9/11/2002;94.84;;9/11/2002;125.15;;9/11/2002;263.44;;9/11/2002;217.26;;9/11/2002;257.82;;9/11/2002;260.78;;9/11/2002;170.43;;9/11/2002;176.35;;9/11/2002;128.06;;9/11/2002;130.84;;9/11/2002;141.06
9/12/2002;886.91;;9/12/2002;314;;9/12/2002;323.8;;9/12/2002;226.22;;9/12/2002;181.25;;9/12/2002;206.41;;9/12/2002;180.29;;9/12/2002;294.5;;9/12/2002;287.77;;9/12/2002;231.51;;9/12/2002;399.04;;9/12/2002;98.94;;9/12/2002;169.16;;9/12/2002;88.39;;9/12/2002;92.86;;9/12/2002;122.55;;9/12/2002;258.09;;9/12/2002;214.68;;9/12/2002;255.11;;9/12/2002;244.88;;9/12/2002;167.44;;9/12/2002;171.41;;9/12/2002;124.22;;9/12/2002;127.9;;9/12/2002;138.1
9/13/2002;889.81;;9/13/2002;318.97;;9/13/2002;324.81;;9/13/2002;218.97;;9/13/2002;183.02;;9/13/2002;208.15;;9/13/2002;180.3;;9/13/2002;300.73;;9/13/2002;290.06;;9/13/2002;233.82;;9/13/2002;402.44;;9/13/2002;100.65;;9/13/2002;171.42;;9/13/2002;89.12;;9/13/2002;92.02;;9/13/2002;121.47;;9/13/2002;258.7;;9/13/2002;216.39;;9/13/2002;256.23;;9/13/2002;245.77;;9/13/2002;166.93;;9/13/2002;172.13;;9/13/2002;124.4;;9/13/2002;125.77;;9/13/2002;138.74
9/16/2002;891.1;;9/16/2002;316.26;;9/16/2002;326.42;;9/16/2002;222.5;;9/16/2002;184.5;;9/16/2002;211.79;;9/16/2002;176.71;;9/16/2002;303.19;;9/16/2002;289.8;;9/16/2002;236.16;;9/16/2002;401.93;;9/16/2002;99.6;;9/16/2002;169.64;;9/16/2002;88.71;;9/16/2002;91.91;;9/16/2002;120.79;;9/16/2002;257.5;;9/16/2002;217.12;;9/16/2002;258.28;;9/16/2002;238.08;;9/16/2002;167.01;;9/16/2002;175.33;;9/16/2002;125.14;;9/16/2002;126.3;;9/16/2002;138.42
9/17/2002;873.52;;9/17/2002;311.18;;9/17/2002;319.47;;9/17/2002;219.34;;9/17/2002;177.97;;9/17/2002;206.76;;9/17/2002;174;;9/17/2002;299.21;;9/17/2002;286.07;;9/17/2002;230.76;;9/17/2002;388.81;;9/17/2002;95.95;;9/17/2002;169.54;;9/17/2002;88.13;;9/17/2002;91.1;;9/17/2002;118.48;;9/17/2002;253.26;;9/17/2002;204.61;;9/17/2002;254.37;;9/17/2002;234.33;;9/17/2002;167.09;;9/17/2002;165.49;;9/17/2002;122.39;;9/17/2002;123.94;;9/17/2002;136.11
9/18/2002;869.46;;9/18/2002;309.07;;9/18/2002;320.28;;9/18/2002;217.58;;9/18/2002;178.37;;9/18/2002;206.25;;9/18/2002;170.85;;9/18/2002;299.49;;9/18/2002;281.24;;9/18/2002;231.29;;9/18/2002;385.59;;9/18/2002;98.52;;9/18/2002;169.33;;9/18/2002;86.91;;9/18/2002;90.29;;9/18/2002;117.59;;9/18/2002;254.01;;9/18/2002;202.34;;9/18/2002;254.31;;9/18/2002;231;;9/18/2002;164.67;;9/18/2002;164.42;;9/18/2002;122.35;;9/18/2002;122.08;;9/18/2002;134.65
9/19/2002;843.32;;9/19/2002;295.17;;9/19/2002;310.38;;9/19/2002;211.94;;9/19/2002;174.16;;9/19/2002;199.51;;9/19/2002;164.16;;9/19/2002;293.63;;9/19/2002;270.78;;9/19/2002;226.54;;9/19/2002;370.04;;9/19/2002;96.66;;9/19/2002;160.92;;9/19/2002;85.64;;9/19/2002;86.76;;9/19/2002;114.74;;9/19/2002;247.62;;9/19/2002;196.41;;9/19/2002;251.31;;9/19/2002;224.69;;9/19/2002;166.98;;9/19/2002;160.17;;9/19/2002;120.08;;9/19/2002;118.28;;9/19/2002;130.87
9/20/2002;845.39;;9/20/2002;295.99;;9/20/2002;311.34;;9/20/2002;213.99;;9/20/2002;175.14;;9/20/2002;198.63;;9/20/2002;163.83;;9/20/2002;294.47;;9/20/2002;272.67;;9/20/2002;227.28;;9/20/2002;366.91;;9/20/2002;94.69;;9/20/2002;165.41;;9/20/2002;87.14;;9/20/2002;87.29;;9/20/2002;117.08;;9/20/2002;244.58;;9/20/2002;196.63;;9/20/2002;251.88;;9/20/2002;220.4;;9/20/2002;168.31;;9/20/2002;162.99;;9/20/2002;120.52;;9/20/2002;118.87;;9/20/2002;129.87
9/23/2002;833.7;;9/23/2002;282.82;;9/23/2002;309.1;;9/23/2002;210.69;;9/23/2002;174.38;;9/23/2002;197.47;;9/23/2002;159.24;;9/23/2002;283.76;;9/23/2002;273.62;;9/23/2002;225.44;;9/23/2002;366.38;;9/23/2002;91.91;;9/23/2002;161.51;;9/23/2002;86.21;;9/23/2002;86.42;;9/23/2002;114.67;;9/23/2002;242.89;;9/23/2002;197.52;;9/23/2002;250.8;;9/23/2002;209.06;;9/23/2002;166.44;;9/23/2002;163.26;;9/23/2002;117.44;;9/23/2002;115.99;;9/23/2002;129.71
9/24/2002;819.29;;9/24/2002;283.77;;9/24/2002;309.98;;9/24/2002;206.12;;9/24/2002;170.3;;9/24/2002;196.44;;9/24/2002;156.69;;9/24/2002;277.6;;9/24/2002;266.71;;9/24/2002;221.57;;9/24/2002;360.34;;9/24/2002;89.18;;9/24/2002;160.51;;9/24/2002;85.28;;9/24/2002;84.17;;9/24/2002;110.18;;9/24/2002;236.74;;9/24/2002;191.56;;9/24/2002;243.97;;9/24/2002;212.56;;9/24/2002;161.93;;9/24/2002;160.17;;9/24/2002;114.98;;9/24/2002;111.3;;9/24/2002;126.19
9/25/2002;839.66;;9/25/2002;292.58;;9/25/2002;320.07;;9/25/2002;212.28;;9/25/2002;174.15;;9/25/2002;198.43;;9/25/2002;164.94;;9/25/2002;281.08;;9/25/2002;273.34;;9/25/2002;226.96;;9/25/2002;367.72;;9/25/2002;91.56;;9/25/2002;164.98;;9/25/2002;85.01;;9/25/2002;84.86;;9/25/2002;112.91;;9/25/2002;241.22;;9/25/2002;194.47;;9/25/2002;247.18;;9/25/2002;226.3;;9/25/2002;165.01;;9/25/2002;164.58;;9/25/2002;118.84;;9/25/2002;115.84;;9/25/2002;126.49
9/26/2002;854.95;;9/26/2002;290.5;;9/26/2002;326.33;;9/26/2002;213.78;;9/26/2002;181.75;;9/26/2002;201.26;;9/26/2002;161.09;;9/26/2002;288.85;;9/26/2002;280.23;;9/26/2002;229.89;;9/26/2002;379.08;;9/26/2002;95.1;;9/26/2002;170.08;;9/26/2002;85.12;;9/26/2002;85.26;;9/26/2002;114.25;;9/26/2002;250.51;;9/26/2002;203.34;;9/26/2002;253.04;;9/26/2002;222.42;;9/26/2002;171.1;;9/26/2002;169.38;;9/26/2002;121.55;;9/26/2002;119.5;;9/26/2002;127.91
9/27/2002;827.37;;9/27/2002;286.65;;9/27/2002;310.54;;9/27/2002;203.45;;9/27/2002;176.59;;9/27/2002;194.68;;9/27/2002;157.39;;9/27/2002;276.05;;9/27/2002;273.72;;9/27/2002;227.37;;9/27/2002;366.31;;9/27/2002;93.42;;9/27/2002;166.19;;9/27/2002;83.81;;9/27/2002;80.99;;9/27/2002;110.87;;9/27/2002;241.12;;9/27/2002;196.58;;9/27/2002;246.91;;9/27/2002;217.07;;9/27/2002;165.93;;9/27/2002;167.5;;9/27/2002;117.04;;9/27/2002;115.3;;9/27/2002;125.78
9/30/2002;815.28;;9/30/2002;276.67;;9/30/2002;309.65;;9/30/2002;202.02;;9/30/2002;172.62;;9/30/2002;194.26;;9/30/2002;151.11;;9/30/2002;264.54;;9/30/2002;272.76;;9/30/2002;226.42;;9/30/2002;367.08;;9/30/2002;94.42;;9/30/2002;160.92;;9/30/2002;83.37;;9/30/2002;79;;9/30/2002;109.47;;9/30/2002;239.81;;9/30/2002;186.53;;9/30/2002;246.77;;9/30/2002;207.72;;9/30/2002;164.25;;9/30/2002;163.43;;9/30/2002;115.56;;9/30/2002;114.13;;9/30/2002;124.05
10/1/2002;847.91;;10/1/2002;292;;10/1/2002;321.43;;10/1/2002;211.74;;10/1/2002;180.61;;10/1/2002;201.27;;10/1/2002;158.93;;10/1/2002;272.55;;10/1/2002;283.1;;10/1/2002;229.71;;10/1/2002;385.44;;10/1/2002;96.39;;10/1/2002;165.7;;10/1/2002;83.66;;10/1/2002;83.4;;10/1/2002;115.93;;10/1/2002;251.66;;10/1/2002;190.19;;10/1/2002;251.65;;10/1/2002;219.9;;10/1/2002;170.26;;10/1/2002;168.01;;10/1/2002;117.32;;10/1/2002;116.68;;10/1/2002;128.75
10/2/2002;827.91;;10/2/2002;286.93;;10/2/2002;320.79;;10/2/2002;203.59;;10/2/2002;176.49;;10/2/2002;199.33;;10/2/2002;154.9;;10/2/2002;266.53;;10/2/2002;271.26;;10/2/2002;227.93;;10/2/2002;370.9;;10/2/2002;94.25;;10/2/2002;164.71;;10/2/2002;81.85;;10/2/2002;82.27;;10/2/2002;110.07;;10/2/2002;242.68;;10/2/2002;185.48;;10/2/2002;248.8;;10/2/2002;217.91;;10/2/2002;164.79;;10/2/2002;164.55;;10/2/2002;114.26;;10/2/2002;111.85;;10/2/2002;124.34
10/3/2002;818.95;;10/3/2002;280.92;;10/3/2002;319.56;;10/3/2002;202.42;;10/3/2002;178.49;;10/3/2002;199.96;;10/3/2002;152.19;;10/3/2002;262.91;;10/3/2002;254.94;;10/3/2002;229.69;;10/3/2002;357.07;;10/3/2002;92.81;;10/3/2002;163.06;;10/3/2002;82.28;;10/3/2002;86.57;;10/3/2002;109.92;;10/3/2002;237.44;;10/3/2002;186.98;;10/3/2002;248.36;;10/3/2002;207.07;;10/3/2002;167.39;;10/3/2002;163.66;;10/3/2002;113.52;;10/3/2002;110.89;;10/3/2002;120.79
10/4/2002;800.58;;10/4/2002;274.61;;10/4/2002;309.15;;10/4/2002;196.77;;10/4/2002;176.06;;10/4/2002;197.1;;10/4/2002;146.59;;10/4/2002;265.46;;10/4/2002;248.3;;10/4/2002;225.5;;10/4/2002;345.6;;10/4/2002;88.99;;10/4/2002;156.87;;10/4/2002;80.56;;10/4/2002;86.76;;10/4/2002;108.18;;10/4/2002;230.09;;10/4/2002;186.81;;10/4/2002;245.66;;10/4/2002;202.25;;10/4/2002;162.85;;10/4/2002;161.41;;10/4/2002;112.06;;10/4/2002;107.84;;10/4/2002;118.24
10/7/2002;785.28;;10/7/2002;272.55;;10/7/2002;308.92;;10/7/2002;191.34;;10/7/2002;174.96;;10/7/2002;197.05;;10/7/2002;145.23;;10/7/2002;253.68;;10/7/2002;237.45;;10/7/2002;224.55;;10/7/2002;333.06;;10/7/2002;88.35;;10/7/2002;150.7;;10/7/2002;77.43;;10/7/2002;84.26;;10/7/2002;105.38;;10/7/2002;227.25;;10/7/2002;184.61;;10/7/2002;246.69;;10/7/2002;199.43;;10/7/2002;157.45;;10/7/2002;157.19;;10/7/2002;108.02;;10/7/2002;105.26;;10/7/2002;115.49
10/8/2002;798.55;;10/8/2002;279.7;;10/8/2002;318.72;;10/8/2002;192.68;;10/8/2002;172.96;;10/8/2002;202.04;;10/8/2002;142.95;;10/8/2002;265.54;;10/8/2002;248.44;;10/8/2002;228.19;;10/8/2002;346.29;;10/8/2002;84.54;;10/8/2002;150.32;;10/8/2002;76.58;;10/8/2002;82.61;;10/8/2002;106.9;;10/8/2002;236.53;;10/8/2002;189.63;;10/8/2002;248.2;;10/8/2002;193.1;;10/8/2002;160.29;;10/8/2002;161.44;;10/8/2002;110.21;;10/8/2002;101.04;;10/8/2002;119.11
10/9/2002;776.76;;10/9/2002;275.62;;10/9/2002;314.14;;10/9/2002;184.14;;10/9/2002;170.65;;10/9/2002;201.31;;10/9/2002;141.76;;10/9/2002;254.25;;10/9/2002;238.54;;10/9/2002;225.95;;10/9/2002;330.97;;10/9/2002;77.27;;10/9/2002;146.83;;10/9/2002;74.19;;10/9/2002;82.06;;10/9/2002;102.55;;10/9/2002;225.12;;10/9/2002;184.28;;10/9/2002;244.11;;10/9/2002;193.57;;10/9/2002;156.68;;10/9/2002;155.88;;10/9/2002;106.67;;10/9/2002;96.1;;10/9/2002;114.72
10/10/2002;803.92;;10/10/2002;290.96;;10/10/2002;318.55;;10/10/2002;190.35;;10/10/2002;175.33;;10/10/2002;200.63;;10/10/2002;149.08;;10/10/2002;258.64;;10/10/2002;250.72;;10/10/2002;229.85;;10/10/2002;349.63;;10/10/2002;83.04;;10/10/2002;154.86;;10/10/2002;77.66;;10/10/2002;85.94;;10/10/2002;107.15;;10/10/2002;238.5;;10/10/2002;186.61;;10/10/2002;246.65;;10/10/2002;205.26;;10/10/2002;161.41;;10/10/2002;154.61;;10/10/2002;108.4;;10/10/2002;101.04;;10/10/2002;122.2
10/11/2002;835.32;;10/11/2002;307.38;;10/11/2002;322.75;;10/11/2002;200.33;;10/11/2002;178.58;;10/11/2002;202.73;;10/11/2002;159.12;;10/11/2002;272.42;;10/11/2002;261.78;;10/11/2002;232.59;;10/11/2002;368.36;;10/11/2002;84.19;;10/11/2002;162.03;;10/11/2002;80.15;;10/11/2002;90.85;;10/11/2002;112.09;;10/11/2002;251.67;;10/11/2002;194.06;;10/11/2002;250.88;;10/11/2002;222.41;;10/11/2002;165.15;;10/11/2002;159.66;;10/11/2002;113.26;;10/11/2002;106.32;;10/11/2002;128.38
10/14/2002;841.44;;10/14/2002;311.23;;10/14/2002;331.68;;10/14/2002;198.39;;10/14/2002;182.01;;10/14/2002;206.48;;10/14/2002;158.9;;10/14/2002;275.4;;10/14/2002;264.8;;10/14/2002;235.52;;10/14/2002;372.14;;10/14/2002;83.36;;10/14/2002;161.93;;10/14/2002;78.77;;10/14/2002;90.6;;10/14/2002;111.52;;10/14/2002;248.93;;10/14/2002;194.64;;10/14/2002;253.48;;10/14/2002;221.33;;10/14/2002;164.32;;10/14/2002;160.11;;10/14/2002;113.38;;10/14/2002;104.1;;10/14/2002;130.11
10/15/2002;881.27;;10/15/2002;329.17;;10/15/2002;340.56;;10/15/2002;208.6;;10/15/2002;188.05;;10/15/2002;209.01;;10/15/2002;171.8;;10/15/2002;290.25;;10/15/2002;279.49;;10/15/2002;237.86;;10/15/2002;405.23;;10/15/2002;84.02;;10/15/2002;171.78;;10/15/2002;81.55;;10/15/2002;94.84;;10/15/2002;117.26;;10/15/2002;268.55;;10/15/2002;202.99;;10/15/2002;251.18;;10/15/2002;242.78;;10/15/2002;171.23;;10/15/2002;163.14;;10/15/2002;119.36;;10/15/2002;111.16;;10/15/2002;136.71
10/16/2002;860.02;;10/16/2002;317.23;;10/16/2002;338.95;;10/16/2002;204.12;;10/16/2002;184.5;;10/16/2002;201.89;;10/16/2002;156.95;;10/16/2002;286.69;;10/16/2002;278.2;;10/16/2002;238.8;;10/16/2002;394.97;;10/16/2002;80.65;;10/16/2002;167.85;;10/16/2002;80.5;;10/16/2002;92.99;;10/16/2002;114.24;;10/16/2002;263.02;;10/16/2002;201.59;;10/16/2002;249.87;;10/16/2002;211.81;;10/16/2002;167.93;;10/16/2002;159.33;;10/16/2002;115.75;;10/16/2002;106.95;;10/16/2002;131.62
10/17/2002;879.2;;10/17/2002;324.44;;10/17/2002;345.39;;10/17/2002;210.3;;10/17/2002;188.52;;10/17/2002;202.19;;10/17/2002;166.07;;10/17/2002;283.59;;10/17/2002;282.42;;10/17/2002;237.22;;10/17/2002;409.53;;10/17/2002;82.15;;10/17/2002;171.43;;10/17/2002;82.05;;10/17/2002;96.11;;10/17/2002;117.63;;10/17/2002;272.58;;10/17/2002;202.06;;10/17/2002;251.09;;10/17/2002;226.77;;10/17/2002;170.71;;10/17/2002;160.96;;10/17/2002;123.67;;10/17/2002;108.27;;10/17/2002;137.74
10/18/2002;884.39;;10/18/2002;333.11;;10/18/2002;346.51;;10/18/2002;210.1;;10/18/2002;188.27;;10/18/2002;203.83;;10/18/2002;168.45;;10/18/2002;290.67;;10/18/2002;284.86;;10/18/2002;238.15;;10/18/2002;410.15;;10/18/2002;82.86;;10/18/2002;172.59;;10/18/2002;81.34;;10/18/2002;97.23;;10/18/2002;117.01;;10/18/2002;269.91;;10/18/2002;203.12;;10/18/2002;255.21;;10/18/2002;229.51;;10/18/2002;169.14;;10/18/2002;161.24;;10/18/2002;122.58;;10/18/2002;106.32;;10/18/2002;135.66
10/21/2002;899.72;;10/21/2002;333.21;;10/21/2002;345.04;;10/21/2002;216.44;;10/21/2002;188.21;;10/21/2002;210.48;;10/21/2002;174.86;;10/21/2002;291.72;;10/21/2002;288.09;;10/21/2002;241.49;;10/21/2002;416.57;;10/21/2002;87.84;;10/21/2002;179.05;;10/21/2002;81.53;;10/21/2002;98.48;;10/21/2002;120.65;;10/21/2002;272.9;;10/21/2002;207.76;;10/21/2002;257.17;;10/21/2002;242.14;;10/21/2002;172.1;;10/21/2002;168.17;;10/21/2002;126.8;;10/21/2002;113.18;;10/21/2002;140.21
10/22/2002;890.16;;10/22/2002;328.51;;10/22/2002;338.63;;10/22/2002;213.92;;10/22/2002;183.35;;10/22/2002;208.92;;10/22/2002;171.29;;10/22/2002;288.66;;10/22/2002;285.79;;10/22/2002;241.34;;10/22/2002;413.96;;10/22/2002;86.21;;10/22/2002;180.48;;10/22/2002;79.73;;10/22/2002;103.62;;10/22/2002;118.19;;10/22/2002;269.9;;10/22/2002;205.28;;10/22/2002;247.62;;10/22/2002;228.31;;10/22/2002;168.79;;10/22/2002;167.89;;10/22/2002;124.21;;10/22/2002;111.67;;10/22/2002;138.55
10/23/2002;896.14;;10/23/2002;337.8;;10/23/2002;334.12;;10/23/2002;215.49;;10/23/2002;185.51;;10/23/2002;208.07;;10/23/2002;177.14;;10/23/2002;294.44;;10/23/2002;288.26;;10/23/2002;242.32;;10/23/2002;413.97;;10/23/2002;88.42;;10/23/2002;183.14;;10/23/2002;79.44;;10/23/2002;101.7;;10/23/2002;117.71;;10/23/2002;268.01;;10/23/2002;207.08;;10/23/2002;248.2;;10/23/2002;244.98;;10/23/2002;169.99;;10/23/2002;170.2;;10/23/2002;125.06;;10/23/2002;111.69;;10/23/2002;140.57
10/24/2002;882.5;;10/24/2002;327.93;;10/24/2002;329.05;;10/24/2002;211.49;;10/24/2002;182.77;;10/24/2002;207.24;;10/24/2002;174.54;;10/24/2002;291.85;;10/24/2002;282.71;;10/24/2002;237.59;;10/24/2002;403.39;;10/24/2002;88.37;;10/24/2002;179.91;;10/24/2002;80.43;;10/24/2002;102.19;;10/24/2002;114.3;;10/24/2002;267.08;;10/24/2002;202.78;;10/24/2002;242.44;;10/24/2002;237.68;;10/24/2002;169.8;;10/24/2002;165.84;;10/24/2002;124.52;;10/24/2002;109.5;;10/24/2002;136.65
10/25/2002;897.65;;10/25/2002;337.26;;10/25/2002;337.84;;10/25/2002;212.8;;10/25/2002;182.05;;10/25/2002;207.06;;10/25/2002;180.99;;10/25/2002;296.99;;10/25/2002;289.03;;10/25/2002;238.24;;10/25/2002;413.73;;10/25/2002;89.75;;10/25/2002;184.33;;10/25/2002;82;;10/25/2002;101.91;;10/25/2002;117.08;;10/25/2002;272.27;;10/25/2002;209.29;;10/25/2002;243.2;;10/25/2002;251.75;;10/25/2002;171.07;;10/25/2002;170.38;;10/25/2002;126.18;;10/25/2002;109.42;;10/25/2002;140.01
10/28/2002;890.23;;10/28/2002;332.49;;10/28/2002;337.02;;10/28/2002;209.72;;10/28/2002;181.28;;10/28/2002;202.3;;10/28/2002;180.88;;10/28/2002;290.6;;10/28/2002;287.64;;10/28/2002;231.94;;10/28/2002;416.32;;10/28/2002;91.26;;10/28/2002;182.1;;10/28/2002;80.76;;10/28/2002;104.75;;10/28/2002;115.48;;10/28/2002;268.1;;10/28/2002;206.72;;10/28/2002;237.54;;10/28/2002;253.33;;10/28/2002;168.18;;10/28/2002;166.98;;10/28/2002;123.62;;10/28/2002;107.8;;10/28/2002;137.36
10/29/2002;882.15;;10/29/2002;330.59;;10/29/2002;332.97;;10/29/2002;209.45;;10/29/2002;174.76;;10/29/2002;204.48;;10/29/2002;176.8;;10/29/2002;293.28;;10/29/2002;284.89;;10/29/2002;228.88;;10/29/2002;413.68;;10/29/2002;90.85;;10/29/2002;179.5;;10/29/2002;80.17;;10/29/2002;101.62;;10/29/2002;114.8;;10/29/2002;264.43;;10/29/2002;208.27;;10/29/2002;243.98;;10/29/2002;245.26;;10/29/2002;165.47;;10/29/2002;168.35;;10/29/2002;123.36;;10/29/2002;105.36;;10/29/2002;135.04
10/30/2002;890.71;;10/30/2002;337.3;;10/30/2002;338.14;;10/30/2002;208.53;;10/30/2002;180.39;;10/30/2002;204.09;;10/30/2002;183.39;;10/30/2002;284.43;;10/30/2002;288.54;;10/30/2002;228.45;;10/30/2002;419.1;;10/30/2002;92.72;;10/30/2002;180.49;;10/30/2002;80.36;;10/30/2002;105.16;;10/30/2002;115.2;;10/30/2002;263.24;;10/30/2002;208.15;;10/30/2002;246.14;;10/30/2002;257.34;;10/30/2002;166.72;;10/30/2002;166.37;;10/30/2002;122.72;;10/30/2002;104.48;;10/30/2002;137.08
10/31/2002;885.76;;10/31/2002;340.63;;10/31/2002;337.32;;10/31/2002;208.13;;10/31/2002;177.56;;10/31/2002;203.35;;10/31/2002;184.05;;10/31/2002;282.88;;10/31/2002;286.26;;10/31/2002;220.95;;10/31/2002;416.98;;10/31/2002;92.37;;10/31/2002;179.28;;10/31/2002;80.17;;10/31/2002;104.18;;10/31/2002;114.94;;10/31/2002;260.37;;10/31/2002;199.66;;10/31/2002;245.47;;10/31/2002;257.48;;10/31/2002;165;;10/31/2002;164.64;;10/31/2002;123.64;;10/31/2002;104.47;;10/31/2002;136.63
11/1/2002;900.96;;11/1/2002;340.49;;11/1/2002;339.48;;11/1/2002;211.64;;11/1/2002;182.11;;11/1/2002;206.68;;11/1/2002;191.72;;11/1/2002;287.29;;11/1/2002;291.77;;11/1/2002;225.28;;11/1/2002;424.18;;11/1/2002;93.16;;11/1/2002;181.78;;11/1/2002;80.48;;11/1/2002;108.93;;11/1/2002;117.39;;11/1/2002;261.1;;11/1/2002;198.58;;11/1/2002;244.65;;11/1/2002;272.72;;11/1/2002;168.51;;11/1/2002;167.33;;11/1/2002;125.37;;11/1/2002;105.61;;11/1/2002;139.22
11/4/2002;908.35;;11/4/2002;357.65;;11/4/2002;340.85;;11/4/2002;212.83;;11/4/2002;179.8;;11/4/2002;202.97;;11/4/2002;199.46;;11/4/2002;280.98;;11/4/2002;290.01;;11/4/2002;226.59;;11/4/2002;430.77;;11/4/2002;96.19;;11/4/2002;186;;11/4/2002;82.22;;11/4/2002;111.3;;11/4/2002;117.33;;11/4/2002;266.04;;11/4/2002;194.59;;11/4/2002;239.38;;11/4/2002;282.58;;11/4/2002;169.88;;11/4/2002;169.42;;11/4/2002;124.46;;11/4/2002;105.76;;11/4/2002;140.47
11/5/2002;915.39;;11/5/2002;359.33;;11/5/2002;346.77;;11/5/2002;215.4;;11/5/2002;184.44;;11/5/2002;205.76;;11/5/2002;196.98;;11/5/2002;285.82;;11/5/2002;291.41;;11/5/2002;224.78;;11/5/2002;432.71;;11/5/2002;96.07;;11/5/2002;189.25;;11/5/2002;82;;11/5/2002;111.46;;11/5/2002;118.16;;11/5/2002;267.91;;11/5/2002;195.6;;11/5/2002;244.26;;11/5/2002;274.8;;11/5/2002;170.81;;11/5/2002;171.16;;11/5/2002;123.84;;11/5/2002;107.87;;11/5/2002;139.75
11/6/2002;923.76;;11/6/2002;363.74;;11/6/2002;354.8;;11/6/2002;219.25;;11/6/2002;184.58;;11/6/2002;203.98;;11/6/2002;201.71;;11/6/2002;285.87;;11/6/2002;288.09;;11/6/2002;228.36;;11/6/2002;433.49;;11/6/2002;97.65;;11/6/2002;191.29;;11/6/2002;83.11;;11/6/2002;110.59;;11/6/2002;121.51;;11/6/2002;272.15;;11/6/2002;195.12;;11/6/2002;242.46;;11/6/2002;286.02;;11/6/2002;174.92;;11/6/2002;172.2;;11/6/2002;124.73;;11/6/2002;111.76;;11/6/2002;140.8
